scorer,DLC_resnet50_Lindoscope_23Aug18shuffle1_650000,DLC_resnet50_Lindoscope_23Aug18shuffle1_650000,DLC_resnet50_Lindoscope_23Aug18shuffle1_650000,DLC_resnet50_Lindoscope_23Aug18shuffle1_650000,DLC_resnet50_Lindoscope_23Aug18shuffle1_650000,DLC_resnet50_Lindoscope_23Aug18shuffle1_650000,DLC_resnet50_Lindoscope_23Aug18shuffle1_650000,DLC_resnet50_Lindoscope_23Aug18shuffle1_650000,DLC_resnet50_Lindoscope_23Aug18shuffle1_650000,DLC_resnet50_Lindoscope_23Aug18shuffle1_650000,DLC_resnet50_Lindoscope_23Aug18shuffle1_650000,DLC_resnet50_Lindoscope_23Aug18shuffle1_650000,DLC_resnet50_Lindoscope_23Aug18shuffle1_650000,DLC_resnet50_Lindoscope_23Aug18shuffle1_650000,DLC_resnet50_Lindoscope_23Aug18shuffle1_650000,DLC_resnet50_Lindoscope_23Aug18shuffle1_650000,DLC_resnet50_Lindoscope_23Aug18shuffle1_650000,DLC_resnet50_Lindoscope_23Aug18shuffle1_650000,DLC_resnet50_Lindoscope_23Aug18shuffle1_650000,DLC_resnet50_Lindoscope_23Aug18shuffle1_650000,DLC_resnet50_Lindoscope_23Aug18shuffle1_650000
24,428.0749207,208.471405,0.993923247,431.9966125,179.0786591,0.999985576,446.1843262,167.2487793,0.999984622,469.1289368,147.08992,0.999999285,483.1992493,134.5012665,1,473.421875,161.1518402,0.999996305,455.9957886,143.8937988,0.999973655
25,428.0749207,209.7774048,0.994391263,429.7000732,179.0786591,0.999995232,445.2058411,167.6334229,0.99998033,468.3305969,147.8055267,0.999999642,482.4421387,136.6345673,0.999999881,471.4376526,161.9616547,0.999993682,455.6094971,143.8937988,0.999968648
26,431.864624,209.7774048,0.997695863,428.9363403,178.8998718,0.999997735,443.9848938,167.6334229,0.999999285,468.2158508,148.1149597,0.99999702,482.0610352,139.2791138,0.999999762,470.4619446,161.9616547,0.999895334,455.6094971,148.2239075,0.998658895
27,432.5684814,209.7774048,0.998538256,425.7891235,178.8998718,0.999989986,441.4994507,167.6187897,0.999981999,465.0285339,151.0045013,0.999984503,478.635376,141.9309082,0.999987364,470.2498779,162.9861908,0.999963284,455.4391174,152.0970306,0.999916673
28,435.2339172,209.7724152,0.996593535,423.7148132,178.0900879,0.999998212,439.6098328,167.2534485,0.999997258,463.2059021,151.4723969,0.999965429,477.3797913,142.2666016,0.999988556,467.9223938,163.3511047,0.979024708,448.9339294,152.0970306,0.99547261
29,435.2339172,209.7104492,0.999303937,422.8536682,176.8266296,0.999980211,439.5361938,167.6187897,0.999988556,462.6916199,152.3640442,0.999993086,474.167572,142.4947357,0.999996305,466.1045227,163.3511047,0.999951601,444.9534607,152.0970306,0.999887586
30,435.2339172,209.6127319,0.999488235,421.7817383,176.8266296,0.999981165,438.9116821,167.3224945,0.999984741,461.5762024,152.5866699,0.999998093,473.1129456,143.3931732,0.999997854,461.2564087,163.3511047,0.999970794,444.3730469,151.5328369,0.999908209
31,421.4059143,203.2470703,0.916526318,415.2080383,176.8266296,0.999992967,432.6003113,167.6187897,0.999975204,458.6795349,152.6586151,0.999997854,471.7064514,143.3931732,0.999997258,461.2564087,167.4941254,0.999981761,443.5670471,150.05896,0.999987721
32,399.7789307,196.8900909,0.999116719,412.3441772,177.584198,0.999997973,430.1959229,167.7356567,0.99998498,456.5155029,154.168869,0.999998569,470.6515503,144.7063904,0.999997735,459.0533447,168.9847107,0.999980211,443.553009,150.05896,0.999986529
33,391.8678589,196.8900909,0.998344183,410.4730225,178.5382233,0.999996662,427.5944824,168.0056,0.999983668,455.1279297,155.2586517,0.999999404,469.082428,146.3886108,0.999999881,456.5635986,170.3451538,0.999976516,442.0468445,150.05896,0.999985814
34,387.664856,196.8900909,0.999938726,409.4186707,181.4850159,0.999997258,425.9999084,171.4215698,0.999982119,452.6084595,157.0076447,0.999999523,468.8852539,149.112793,1,452.9524231,171.0011749,0.999993205,440.3096619,151.198761,0.999948263
35,385.041687,196.8900909,0.999911785,408.2369385,183.1284027,0.999988794,425.2369995,172.3745575,0.99999094,449.7393188,159.2970886,0.99999845,467.9571533,150.9032593,0.999999881,449.2743835,173.0636597,0.999993086,438.4203796,151.8135681,0.999953032
36,384.643158,198.3768311,0.999891996,408.2341919,185.671402,0.999994397,424.579895,174.1396179,0.999994516,447.8501282,161.4640808,0.999999046,466.2261658,154.0711517,0.999999762,447.3085022,174.9980469,0.999995708,437.9456787,152.7494659,0.999989152
37,384.643158,198.7741241,0.999955297,407.8904724,192.4667816,0.999999166,417.7713318,179.2403107,0.999997258,446.0342102,165.0133514,0.999999523,464.2167358,156.3150177,0.999999642,445.5366516,179.8063812,0.999993443,436.3713379,156.8562317,0.999997735
38,384.643158,205.9547729,0.997591376,407.775116,195.9786835,0.999999285,417.7504883,183.30867,0.999985337,443.6170959,166.4623566,0.999999642,462.1279907,157.8112946,0.999997973,443.3717041,181.94104,0.999995232,432.4651794,159.9325867,0.999985933
39,387.3430786,207.9116821,0.999737799,407.4581299,199.738205,0.999989986,417.3615417,186.6600494,0.999991894,441.0635681,168.2265625,0.999997258,458.9328003,158.1248474,0.999998569,442.0680847,184.0520477,0.999993563,428.9902954,163.5506592,0.999996066
40,387.3430786,210.2478485,0.999304533,406.048645,204.7063141,0.999989867,416.8358459,190.2292786,0.999993443,438.1490173,170.3101044,0.999998212,453.4620667,158.2346802,0.999999881,441.6445923,185.9058533,0.999994755,424.6832581,166.9371033,0.999962926
41,387.3430786,210.2478485,0.998773038,405.1809082,208.198822,0.99998951,416.8358459,193.3686829,0.999992847,435.7329407,171.0776978,0.999999166,450.0541687,158.824295,0.999999881,440.5649719,186.7189636,0.999995947,421.7186279,169.8949127,0.999986172
42,384.7287598,210.2478485,0.996604323,402.1815186,209.164917,0.99999392,413.7571716,196.5198822,0.999997854,431.0839539,173.3038483,0.999993205,443.867981,161.2532349,0.999999523,435.0250549,188.4754028,0.999999285,418.3115234,171.7539825,0.999993801
43,384.7287598,178.5665283,0.998337269,402.0990601,210.9104919,0.999994397,413.2470703,197.4774628,0.999998331,430.2233582,174.785675,0.999997854,443.1600037,163.0053253,0.999999762,435.0250549,189.7342072,0.999999046,416.916687,172.657196,0.999992728
44,384.5107117,178.5665283,0.997449458,400.5135193,211.0847473,0.999980569,412.8672485,199.8453522,0.999995589,429.5976563,176.978775,0.99999845,442.904541,165.1113129,0.999999762,434.5715027,190.2515717,0.999997377,414.4434509,175.4311066,0.999982595
45,384.5107117,178.5665283,0.998408258,398.280365,212.6071625,0.999977827,411.9566345,200.491333,0.999994397,429.1895447,178.0129242,0.999998331,442.842041,165.7656708,0.999999642,434.5715027,190.699585,0.999988914,414.1751709,177.5773773,0.999962687
46,386.900238,244.3449554,0.995574951,395.1795959,215.2386322,0.999980927,409.3500061,202.7685242,0.999991417,428.7866516,179.9087677,0.999999285,440.4400024,168.0795898,0.999998093,434.5715027,192.9193726,0.999993682,412.3016357,180.40625,0.999946952
47,387.5467529,246.5794678,0.997612953,393.4518433,215.2386322,0.999958515,407.0650024,203.0171814,0.999994278,427.872345,182.2553711,0.999998689,439.0325317,168.0795898,0.999999285,433.176239,194.9174194,0.999997377,411.6919861,181.4555206,0.999989152
48,387.5467529,246.5794678,0.993388653,392.3389282,215.2386322,0.99998951,406.5220032,203.0171814,0.999993205,426.1054688,182.2553711,0.999993443,436.5856323,168.0795898,0.999999523,432.5712585,194.9174194,0.999998689,409.7008362,181.8887482,0.999985456
49,389.5282288,246.5794678,0.998724997,392.2954407,213.7994537,0.99998343,406.5220032,203.0171814,0.999989748,425.49646,182.2553711,0.999991655,436.484375,167.745636,0.999999881,432.5712585,194.9174194,0.999998212,409.7008362,181.8887482,0.999986887
50,392.5314026,237.1733093,0.9266873,390.8291626,208.1645355,0.999950647,406.5220032,199.8396301,0.999981046,425.49646,181.4944153,0.999995589,436.484375,167.745636,1,432.5408325,193.0039825,0.999997735,409.7008362,181.8887482,0.999995232
51,398.4584656,230.019043,0.133691072,388.627594,202.835022,0.999971867,407.751709,195.8858643,0.999982834,425.49646,179.4127197,0.999996543,436.484375,167.745636,0.999999881,432.169342,191.5053406,0.99999547,409.7357483,178.786972,0.99998951
52,419.0340271,230.019043,0.887091994,386.9812012,194.7865448,0.999974847,407.751709,192.0635834,0.999992371,426.1426697,178.8966522,0.999991059,436.6233215,168.1291809,0.999999881,431.022644,191.5053406,0.999801695,411.6941833,177.7555542,0.999436677
53,419.0340271,229.4888916,0.980123878,386.5922546,193.625,0.999942422,407.751709,191.392746,0.99998498,426.4518433,178.8966522,0.999997139,437.8296204,170.1776581,0.999999285,430.2206726,191.5053406,0.999858022,412.0265198,176.3858337,0.999899149
54,419.0340271,229.4888916,0.917472899,385.8744812,192.2574463,0.999981403,405.9396057,189.2889404,0.999992967,426.4518433,178.8966522,0.999998808,439.4559937,171.4367218,0.999998569,429.2403564,192.5779419,0.999836802,412.5515442,174.3829651,0.999981999
55,407.1376343,226.5889587,0.977680027,383.8057556,189.263916,0.999995828,404.0883789,188.2079468,0.999997258,426.1426697,179.4090576,0.999999523,439.4559937,172.3391113,0.999998927,428.8377686,192.593277,0.999908328,412.5515442,174.1027374,0.999989152
56,386.7158813,217.3001404,0.995663822,381.2396851,187.7229919,0.999998689,401.104126,187.256134,0.999997497,425.8497009,179.4090576,0.999999642,439.4559937,172.4726105,0.999999404,427.4349365,192.593277,0.999980927,412.5515442,173.7631531,0.999995708
57,386.7158813,204.2519531,0.999512672,376.9911499,178.5508728,0.999994874,394.0472107,182.1355286,0.999997139,420.4311829,179.5336609,0.999999404,437.0927124,175.0014496,0.999999762,416.515564,192.6929626,0.999959588,410.7601318,171.8075867,0.999997735
58,386.7158813,203.5800018,0.996482849,372.2808533,175.7888794,0.999998093,392.1486816,179.2761383,0.999997377,417.9786987,179.6070709,0.999999404,435.1707764,177.3534241,0.999999642,412.9335022,192.8667755,0.999977231,409.0566711,171.6322937,0.999997854
59,433.5253296,153.7710724,0.998396814,367.9720764,173.4916382,0.999997497,389.5623474,177.3024445,0.999997616,415.3709412,179.739502,0.999998927,432.4825134,179.5060425,0.999999881,406.3424683,193.0412598,0.999971747,408.1151123,171.5970764,0.999997973
60,433.5253296,153.3404388,0.997737169,364.6872253,168.5418243,0.999998808,384.663208,175.2166138,0.999995589,410.3568115,180.4310608,0.999998093,427.3253479,184.1201935,0.999999166,397.3935242,192.6929626,0.999999046,404.4678955,170.9328308,0.999996424
61,433.5253296,149.079834,0.991870165,362.661499,166.5887299,0.999999642,382.1625366,173.6457977,0.999996543,406.4891663,180.4310608,0.999996781,424.7676697,184.1201935,0.999999046,394.2856445,192.6929626,0.999998808,401.3057556,170.2661743,0.999996424
62,430.3700867,149.079834,0.904983044,361.2475281,164.6456757,0.999999642,380.0218506,172.0065002,0.999998093,403.1517639,180.4310608,0.999998808,422.2850952,184.1201935,0.999999762,389.518158,191.6191711,0.999994516,400.0094604,170.2212524,0.999994159
63,418.818512,147.9968262,0.87484026,357.8937683,163.7869263,0.999999762,376.9945984,170.0033112,0.999996901,401.3450012,178.3038635,0.999997854,419.1413574,183.1345367,0.999999881,388.3585205,189.2929382,0.999999285,399.3740845,168.1963959,0.999981403
64,405.1409302,141.5838165,0.723191202,354.1529846,162.2644043,0.999999285,374.9187012,168.3951416,0.999998093,399.8898926,176.5712433,0.999993682,417.6540222,181.8749542,1,387.1172791,187.5138245,0.999999285,398.3799438,166.1750183,0.999990821
65,388.7284546,139.2054138,0.998996675,350.1165771,161.657486,0.999999523,370.5819702,168.3125,0.999996901,398.711731,175.6741791,0.999995708,416.4244995,181.8749542,1,385.0630493,185.8494873,0.999997497,397.2161255,165.6556091,0.999988914
66,382.6163635,138.4586182,0.994189382,347.105957,160.3055267,0.999998927,366.342865,166.8959656,0.99999404,395.6784058,175.2074432,0.999997735,414.8262024,181.8749542,1,382.3316345,185.1481781,0.999981403,393.5366211,165.6556091,0.999983311
67,376.6746521,138.4586182,0.999775946,340.6716309,158.7731934,0.999999046,361.909668,165.5776825,0.999996662,390.2886047,175.0341339,0.999987125,409.983429,183.4649506,0.999998093,374.1582031,182.8971252,0.999979258,388.1063843,165.4363861,0.999970794
68,375.8909302,137.8957062,0.999422073,339.557312,158.1560211,0.999994874,357.3941956,165.0461578,0.999999285,386.9596252,174.9039764,0.999991059,407.1048889,183.4649506,0.999998569,372.4378662,182.6717072,0.999994159,386.5311279,165.1884766,0.999987125
69,375.4545898,138.4586182,0.997591376,339.3067322,157.0442657,0.999973774,353.3977356,164.1352997,0.99999702,383.7824707,174.0123444,0.999969006,402.3778992,183.4649506,0.999999404,369.5991211,181.4992828,0.999996424,383.4080811,163.9017487,0.999932528
70,374.9911499,141.2058105,0.85704422,335.5292053,154.3535309,0.999881744,352.1036072,161.5827332,0.999992728,379.519104,173.9777374,0.999985099,399.2493591,181.9522552,0.999999762,366.9749146,180.156189,0.999995589,379.4935303,161.0062714,0.999935269
71,302.6316528,141.2058105,0.999782383,330.1512451,151.9171906,0.999994755,342.9842224,158.9340363,0.999998927,372.0848389,168.6461182,0.999990582,393.3284912,176.1415253,0.99999845,360.4028625,176.4663696,0.999996305,371.2147217,156.1980896,0.999997616
72,301.3517761,140.2836761,0.99991858,327.647583,150.2216797,0.999997377,341.2470398,156.9198608,0.999999642,369.7814026,165.766922,0.99999702,389.1759644,172.6853638,0.999999762,358.0601807,175.244751,0.99999702,367.3670349,155.0885315,0.99999702
73,297.1307373,140.2836761,0.999908447,324.9755554,147.8753204,0.999999046,336.6582336,152.5605011,0.999998093,365.0307312,162.9630585,0.999996901,383.355072,170.5519562,0.999998808,352.4538269,171.8660431,0.999999642,366.8231812,152.246521,0.999990106
74,292.0516357,140.2836761,0.999955297,318.4903564,146.717804,0.999999523,332.7218323,150.9254761,0.999998927,361.2735901,159.5189056,0.999996662,380.6092224,169.650177,0.999999285,350.0018616,170.7974854,0.999996781,361.8776855,148.2671814,0.999997258
75,287.9689026,140.1472321,0.99996531,314.0618896,145.0323029,0.999998212,327.5891724,149.2838287,0.999997854,358.3487244,159.436676,0.999991894,377.229126,168.0529633,0.999997735,345.7537537,168.622818,0.999991775,359.0916443,146.5667267,0.999992728
76,283.2190857,139.4201202,0.999960542,306.0778503,142.2678986,0.999999166,321.6366882,146.2928772,0.999997735,350.9089355,157.1517944,0.999973059,368.4574585,167.151474,0.999999642,336.899292,165.603363,0.999996781,352.47229,144.9231567,0.999988437
77,279.0504456,137.4207153,0.999946594,302.3517761,140.1003113,0.999998927,319.2255859,146.0143585,0.999999642,347.4682007,156.3312225,0.999996781,365.2858887,165.7276611,0.999999404,332.5826111,165.4564514,0.999997854,348.1782227,144.597702,0.999992251
78,278.42276,133.2576599,0.999984741,301.4666443,137.8771973,0.999999166,317.094635,144.4872437,0.999999642,343.4744568,155.0109558,0.999992609,362.9711304,164.1877747,0.999999762,329.6220703,163.9426422,0.999998808,344.9708862,143.477829,0.999996066
79,277.5866089,131.135025,0.999979854,299.6437378,134.2566223,0.999999166,314.0161743,141.5668945,0.999998689,340.4691467,153.4888306,0.999992609,360.1069031,160.4886322,0.999997497,327.556427,161.6610718,0.999997139,341.629425,141.5155334,0.999998093
80,277.5866089,120.6819,0.999951839,294.8728027,130.4042358,0.999999762,311.8990479,135.3877563,0.999993205,337.5130615,147.4339142,0.999998689,355.6887817,156.8278198,1,324.1795349,157.4983521,0.999998808,338.6453857,136.6088104,0.999998927
81,277.5866089,112.8534393,0.999978781,294.0386963,128.1902771,0.999999523,310.8764648,133.5636444,0.999997616,336.1842346,146.3256073,0.999996901,354.3478394,156.4079895,1,321.8177795,155.5131226,0.999998689,337.8541565,134.5698547,0.999998927
82,279.2141724,110.2003098,0.99998045,291.5870972,128.1902771,0.999998927,309.2418823,132.3881989,0.99999845,335.1168518,146.3256073,0.999992609,352.7431335,156.4079895,0.999999881,318.9685059,153.9277954,0.999992847,337.0080566,133.8050842,0.999997616
83,279.2141724,110.2003098,0.99998045,291.5870972,128.1193848,0.999998927,309.2418823,132.3461456,0.99999845,335.1168518,146.3256073,0.999992609,352.7431335,156.4079895,0.999999881,318.9685059,153.9277954,0.999992847,337.0080566,133.8050842,0.999997616
84,285.4815979,106.4807053,0.999980807,291.2018738,127.5024033,0.999998689,309.2418823,132.3461456,0.999998808,334.1393127,146.2379913,0.999992967,351.1488342,156.8098755,0.999998927,317.8055115,153.9277954,0.999983907,335.7910156,133.8050842,0.999992847
85,293.3513184,103.470993,0.985338688,291.2018738,126.311203,0.999998808,309.2418823,132.3881989,0.999999046,333.3922729,146.5207367,0.999996781,349.7701111,157.3824005,0.999998927,317.7514038,154.3774719,0.99998486,334.9197693,134.0507355,0.999990344
86,318.2759094,98.58501434,0.987708211,291.2018738,124.4101639,0.999999404,309.8503113,132.8860321,0.999999166,333.3922729,146.6730194,0.999996901,349.7701111,157.5516663,0.999999166,317.7514038,154.5388336,0.999985933,334.9197693,134.5845795,0.999989033
87,319.8864136,98.4847641,0.998174191,291.3828125,123.7434158,0.999999523,310.7601318,133.2076721,0.999998927,333.3922729,146.7068481,0.999996781,349.7701111,157.9924927,0.999998927,317.7514038,154.5673828,0.999991059,334.9197693,134.8656006,0.999988437
88,319.8864136,98.4847641,0.997120619,296.8895264,122.1878204,0.999999404,315.1918335,133.5104675,0.999998808,335.2924805,148.2807922,0.999996543,351.1925049,159.2015991,0.999999285,319.4244995,155.4150696,0.999997377,337.231781,136.0296326,0.999998212
89,320.7592468,96.41434479,0.998348594,299.260437,121.4161072,0.999999166,316.6496277,133.5104675,0.999999166,335.5637512,148.8449097,0.999997854,351.1925049,160.4225769,0.999999404,319.9416809,155.9311981,0.999997973,338.7638245,136.7625732,0.999999046
90,320.7592468,88.74111176,0.99960345,306.8034363,119.015274,0.999998927,318.6676636,133.5104675,0.999999166,335.6349182,149.0168457,0.999996662,351.1925049,161.9879303,0.999999762,319.9416809,156.4637604,0.999997616,340.5649414,136.9992676,0.999998689
91,322.6413269,88.31192017,0.999775827,310.0582275,117.2257462,0.999999762,320.6409912,131.8401184,0.999998212,335.6772156,149.1272888,0.999996424,350.8477783,162.458786,0.999999762,319.9455872,156.4637604,0.999995589,341.5863342,137.2651825,0.999998093
92,320.7592468,86.94799805,0.999830723,312.1012878,117.2257462,0.999999762,320.7040405,130.9589844,0.999998093,336.0667114,149.2626801,0.999995947,350.6054993,163.0823975,0.999999881,319.963562,156.4637604,0.999994755,342.40448,137.7277374,0.999997616
93,320.7592468,86.33685303,0.99991405,312.8160095,117.2257462,0.999999762,321.3659058,130.8647919,0.999998689,336.3179626,149.2626801,0.999996066,350.0331116,163.5443268,0.999999642,319.963562,156.0857391,0.99999404,342.6160889,137.8818665,0.999997854
94,318.4382019,86.33685303,0.999739587,312.8160095,117.251442,0.999999523,321.919281,130.8647919,0.99999845,336.3179626,149.2626801,0.999996185,349.921814,163.5969543,0.999999642,319.963562,155.6690826,0.99999404,342.6160889,137.8818665,0.999997735
95,314.7746277,86.03160858,0.999495745,313.0933838,118.7479858,0.999998689,321.919281,130.8428802,0.999997377,336.3179626,149.2676849,0.999994993,349.8956299,163.7568054,0.999999523,319.963562,155.402832,0.99999404,342.6160889,137.8818665,0.999996781
96,312.4742432,86.33685303,0.999054253,312.8160095,119.3395386,0.999996901,321.919281,130.8428802,0.999996424,336.0509338,149.2676849,0.999995351,349.8930969,163.8218536,0.999999523,319.881958,155.2814026,0.999994159,342.4584656,137.8818665,0.999997854
97,312.0765991,87.88047028,0.998684943,312.3894653,119.4354553,0.99999702,320.3262024,130.8428802,0.999993205,335.9986877,149.2859802,0.999992728,349.8930969,163.8218536,0.999999166,319.2298584,155.2814026,0.999991536,342.1228943,137.8818665,0.999998331
98,308.4174194,90.44441223,0.997280359,311.187439,119.5420837,0.99999845,319.6140442,130.9079895,0.999993682,335.87146,149.2859802,0.999993682,349.8930969,163.5969543,0.999998808,319.2298584,155.2814026,0.999992251,341.9109192,137.5101624,0.999998927
99,289.5328369,101.5321426,0.999478757,310.1130676,124.7396164,0.999998808,318.9609375,132.1387482,0.999996901,335.87146,149.2859802,0.999995351,349.9004822,163.514389,0.999999523,319.2298584,155.2814026,0.999996066,341.8926086,137.5101624,0.999999285
