scorer,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000
bodyparts,Fiber,Fiber,Fiber,Nose,Nose,Nose,Head,Head,Head,Spine,Spine,Spine,TB,TB,TB,LS,LS,LS,RS,RS,RS
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
53,242.5147705,27.10153198,0.998750806,224.5077209,51.6674118,0.999997497,217.7898712,65.09023285,0.999989629,201.4344025,82.89120483,0.999973059,191.819458,96.33714294,0.999999881,196.5440674,68.70684052,0.999981284,216.9824829,85.00357056,0.999991059
54,242.5147705,26.69620895,0.998180509,224.0432892,51.57987595,0.999992847,217.3723602,64.59312439,0.999985456,201.3140106,82.36432648,0.999981284,192.1893311,96.21178436,0.999999762,196.5440674,68.00258636,0.99996841,216.962616,84.78658295,0.999993682
55,242.5147705,25.9676075,0.99830085,223.9813385,51.18577194,0.999995112,217.3110657,64.42276001,0.999984264,201.3140106,82.23815155,0.999975801,192.1989136,96.19263458,0.999999762,196.5440674,67.91609192,0.999933243,216.962616,84.61125183,0.999993563
56,242.1248322,24.89992332,0.999493241,223.9813385,50.65209961,0.999986291,216.6899872,63.894207,0.999987125,201.2597504,82.03082275,0.999978065,192.2155762,96.15955353,0.999999762,195.9970551,67.77980042,0.999963284,217.0919495,84.60235596,0.999990582
57,240.9682922,24.89992332,0.999414325,223.9813385,50.11409378,0.999983668,216.6889954,63.31763458,0.999989986,201.1188812,81.66004944,0.999980927,192.2964935,95.66818237,0.999999762,195.8231812,67.54029083,0.999980807,216.9798126,84.30671692,0.999989033
58,240.8793335,24.40820313,0.999344528,224.0432892,49.85405731,0.999985814,216.6889954,63.19202042,0.999989986,201.0885925,81.60354614,0.999982953,192.3376923,95.66818237,0.999999642,195.5663757,67.45594788,0.999983311,216.9798126,84.29008484,0.999989986
59,239.4897614,24.40820313,0.999863505,224.8735199,49.79653931,0.999977946,216.6889954,62.89941788,0.999991179,200.7209015,81.60354614,0.999982834,192.3376923,95.66818237,0.999999642,195.4506378,67.45594788,0.999983191,217.0919495,83.84275055,0.999992132
60,239.4613342,24.41457367,0.999275625,225.1878052,49.85405731,0.999979258,216.9617615,62.89941788,0.999991775,200.4872437,81.60354614,0.999976873,192.3376923,95.90058899,0.999999642,195.3241119,67.45594788,0.999980688,216.9798126,83.74890137,0.999988437
61,239.4613342,25.48495293,0.9986462,225.5377655,50.0353775,0.99998951,216.9617615,62.89941788,0.99999249,200.6837006,81.63314819,0.999983549,191.9094086,96.53583527,0.999999881,194.983902,67.75517273,0.999973297,216.9798126,83.74890137,0.99998951
62,239.2066345,26.32966995,0.998876035,225.5377655,50.0353775,0.999996185,216.9617615,63.83961868,0.999992013,200.6837006,82.06817627,0.999986649,191.6473999,96.625,0.999999762,194.9335327,68.08760834,0.999981165,216.8323517,83.84275055,0.999993682
63,237.519989,28.24404907,0.999674678,225.5377655,51.23209763,0.999996185,216.9250183,65.15209198,0.999990821,200.4638214,83.0358429,0.999987125,191.6441803,96.66254425,0.999999762,194.9335327,69.31600952,0.999979138,216.6628265,84.50328827,0.999993443
64,233.3889618,28.24404907,0.999820888,223.9476166,53.93600464,0.999995112,215.989151,65.21665192,0.99999702,200.3194427,84.78376007,0.99999392,191.3352356,98.12955475,0.999999762,194.9335327,71.75741577,0.999991298,216.4599152,86.90395355,0.999989152
65,229.7176056,29.60690689,0.998666286,219.9202881,56.89617157,0.999992847,214.6580353,69.16311646,0.999998331,199.9483337,87.21393585,0.999986649,191.2174225,98.7598114,0.999999881,194.6229248,73.40180969,0.999997497,214.9926758,91.92488861,0.999994516
66,226.6984711,29.70451355,0.978909433,218.7986145,57.05298615,0.999346912,213.950943,70.65341949,0.999987006,199.8401642,87.41621399,0.999968052,190.576828,98.7598114,0.999999881,194.8458099,74.07330322,0.99999392,214.9362335,92.91265869,0.999992967
67,223.1211853,41.71572113,0.808173001,218.7986145,57.58837891,0.991973042,213.5231323,70.65341949,0.999968171,199.7218475,87.81062317,0.999966979,190.576828,98.7598114,0.999999881,194.8458099,74.19943237,0.999992132,214.8292084,93.43661499,0.999992967
68,204.3392181,126.8164063,0.989150763,219.7131042,58.21377182,0.998020172,213.5085754,70.65341949,0.999964595,199.4261932,87.76232147,0.999971867,190.576828,98.7598114,0.999999881,193.9511108,74.30097961,0.999996424,214.5476532,93.43661499,0.999985099
69,204.3392181,128.0007782,0.998394549,219.7131042,58.21377182,0.999638915,212.5687714,70.29000092,0.999983191,199.4261932,87.76232147,0.999983311,191.3040009,98.7598114,0.999999881,193.5278168,75.07804108,0.999998689,214.5476532,92.91265869,0.999990582
70,204.3392181,128.0714722,0.980590105,218.7986145,58.21377182,0.999780238,212.2803192,69.50498962,0.999985337,199.4059448,87.76232147,0.999989986,193.0244598,100.498642,0.999999404,192.9469147,75.71971893,0.999998093,214.5476532,92.66111755,0.999992609
71,212.099411,128.0007782,0.887363017,216.4797211,54.29865265,0.999808252,208.7593231,67.51795197,0.999983311,199.4059448,87.27274323,0.999991655,193.0244598,101.3416595,0.999999523,192.8168793,75.71971893,0.999996543,214.5764465,88.88545227,0.999985337
72,212.099411,128.0714722,0.977132678,214.8559875,53.89313507,0.997850895,208.348938,66.61206055,0.999946833,199.4059448,86.42858887,0.999992967,193.0244598,101.3416595,0.999999642,192.3352966,75.71971893,0.999996662,214.5764465,88.72428894,0.999981999
73,212.099411,128.8166504,0.993665755,209.2703094,48.54289246,0.99919945,206.4164276,65.01512146,0.99996531,198.9536285,86.20077515,0.999996543,192.8313751,101.4323502,0.999999642,191.1490173,75.62335205,0.999998331,214.5764465,85.4343338,0.999983907
74,208.2020874,130.2879028,0.999233723,209.2703094,45.75497437,0.999988914,205.3841248,62.47978592,0.99999547,197.215332,84.09090424,0.999998093,192.5321045,101.3416595,0.999999762,188.5208435,73.87832642,0.999999166,213.2875061,82.15802002,0.99999547
75,204.9328918,131.4409485,0.999733984,209.2703094,45.75497437,0.999994516,205.0779572,62.05257797,0.999996781,196.6309204,84.02056122,0.99999702,192.5321045,100.7231216,0.999999166,188.314682,73.11672211,0.99999845,213.0005493,82.09759521,0.999994397
76,199.3927002,135.2832184,0.999851704,209.4470062,45.75497437,0.999996066,204.8312531,62.05257797,0.999996185,196.2054291,83.69698334,0.999997497,192.5321045,100.6812515,0.999999404,187.1573792,72.59009552,0.999997497,212.4489899,81.39315033,0.999994397
77,199.3927002,135.2832184,0.999589026,210.3926544,45.92408371,0.999996185,205.0779572,62.05257797,0.999994993,196.2054291,83.23995972,0.999997497,193.3870544,100.3331451,0.999999642,187.1573792,72.4249115,0.999997735,212.4071808,80.6989212,0.999994993
78,199.3927002,135.2832184,0.998711705,211.2420959,46.28716278,0.999997258,205.0779572,62.05257797,0.999991179,196.2054291,83.23750305,0.999997497,193.6181641,99.61565399,0.999999762,187.1573792,72.4249115,0.999995828,212.4071808,80.65623474,0.999995708
79,209.0811005,27.83168411,0.985359967,213.4151306,46.81145859,0.999993324,206.9766693,62.05257797,0.999994755,197.1981812,81.63961029,0.999995947,193.995224,98.30771637,0.999999642,188.0132294,72.59009552,0.999987841,212.4071808,80.0735321,0.999997497
80,209.0811005,27.8316803,0.99142307,213.4151459,48.56270218,0.999993324,206.9766846,61.20288086,0.999995232,197.6513214,81.63960266,0.999996543,193.995224,98.30771637,0.999999523,188.0416412,72.62968445,0.999988079,212.1825256,80.0735321,0.999996185
81,211.1253967,27.8316803,0.99142307,214.8156433,48.56270218,0.999993324,207.0421753,61.20288086,0.999995232,197.6513214,81.57743835,0.999996543,193.995224,98.30770874,0.999999523,188.0416412,72.62968445,0.999988079,212.8810272,79.95633698,0.999996185
82,213.2443848,27.83168411,0.9173581,214.8156433,48.60586548,0.999993324,207.0421753,61.20288086,0.99999249,197.6513214,81.63960266,0.999998212,193.5747223,98.30770874,0.999999523,188.3304443,72.62968445,0.999988198,212.8810272,79.95633698,0.999996781
83,215.1315918,28.6631012,0.999003112,217.5510406,48.60586548,0.999989986,207.9190063,62.97232056,0.999995947,196.6268311,81.63960266,0.999997973,191.907547,98.30771637,0.999999166,188.3500061,70.38679504,0.999976635,212.6991882,80.45385742,0.999996543
84,215.8992004,30.02827644,0.999373496,220.2890625,50.85742188,0.999996066,209.0552521,64.38677979,0.999997377,195.8061523,82.18448639,0.999997497,190.9582062,98.5229187,0.999999523,188.4290924,70.38679504,0.999984741,212.1825256,81.10211945,0.999997377
85,220.1246185,31.65198326,0.999490619,222.2213287,54.92644882,0.999990463,209.5577393,66.82952118,0.999998689,194.9803619,83.10736084,0.999997735,190.5899963,98.75901031,0.999999642,188.6781158,70.38679504,0.999970675,211.5043945,83.50460052,0.99999845
