scorer,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000,DLC_resnet50_LindoScope2Sep6shuffle1_700000
bodyparts,Fiber,Fiber,Fiber,Nose,Nose,Nose,Head,Head,Head,Spine,Spine,Spine,TB,TB,TB,LS,LS,LS,RS,RS,RS
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
2178,460.8066711,30.40574455,0.996571064,517.4304199,76.44129181,0.999997258,505.2157288,61.19690704,0.999991059,489.3551331,51.70575714,0.999996901,472.3032227,49.24562454,0.999997258,501.9398804,45.31126022,0.999997139,486.3295898,68.94100952,0.999997258
2179,455.8999634,30.83804321,0.998407662,515.5825195,81.97745514,0.999993801,503.7646179,64.65827179,0.999998093,489.3551331,51.70575714,0.999997735,472.3032227,49.12736511,0.99999845,501.9398804,45.31126022,0.999998093,485.7243958,68.94100952,0.999996662
2180,455.8998108,30.83804321,0.992141008,510.5741272,93.78440094,0.999999046,503.7642212,73.96891785,0.999998689,490.0133972,54.48130798,0.999999404,476.3275452,47.42741394,0.999999046,503.0738525,51.96284485,0.999995708,485.1017151,69.18780518,0.999998569
2181,455.8998108,30.83804321,0.992140889,510.5741272,93.78451538,0.999999046,503.7642212,73.96901703,0.999998689,490.0134583,54.48134613,0.999999404,476.3278503,47.42741394,0.999999046,503.0739746,51.96299362,0.999995708,485.1017151,69.18795776,0.999998569
2182,455.8999634,27.68021584,0.722255945,510.5741272,98.62932587,0.999998927,503.7646179,78.48838043,0.999995708,490.3224182,55.91418076,0.999998331,476.5642395,47.42741394,0.999998808,503.4150696,54.94352341,0.999989033,485.1017151,71.70671082,0.999997973
2183,458.3599854,27.68021584,0.49940443,510.6522522,103.4860687,0.999998212,504.7069397,83.05484772,0.999996424,493.1316833,57.27986908,0.999997973,479.1843262,47.83299255,0.999997616,506.0697327,59.06094742,0.999998808,487.2241211,73.55075836,0.999997973
2184,463.985199,27.68021584,0.161501974,512.4960938,109.6098862,0.999997973,506.6436462,89.66471863,0.99999702,497.6572571,62.95379639,0.999998927,488.3618774,48.95812225,0.999999285,511.270752,67.50721741,0.999998212,489.6735229,77.89318848,0.999998569
2185,533.9830322,46.78088379,0.998829186,514.6433105,112.5745239,0.99999845,509.6283264,92.51333618,0.999996066,501.9050903,65.11018372,0.999999404,492.9782104,51.29998016,0.999999881,514.9301147,70.13249207,0.999994636,491.9162903,80.27428436,0.999998212
2186,533.9830322,47.88750076,0.998182774,516.7890015,115.2639771,0.999998093,510.9319153,94.51784515,0.999997973,504.7972717,69.30455017,0.999998569,496.8460999,54.16160202,0.999999762,518.8348389,73.94268799,0.999997854,494.0106506,81.97505188,0.999998569
2187,533.9830322,60.28733063,0.989162445,517.6522827,119.4563904,0.999997497,512.6315918,98.50865173,0.999999404,506.8765869,71.54428864,0.999996424,498.9364929,57.2250061,0.999999881,519.7654419,77.94966888,0.999995589,495.1445313,86.2623291,0.999996781
2188,521.2160645,62.12914276,0.990584791,517.6522827,128.6005554,0.999994278,513.2363281,106.4862747,0.999999046,507.5039673,79.98815155,0.999996662,498.9364929,64.7348938,0.999999762,520.7506104,86.03251648,0.999991059,497.6152344,94.38465881,0.999996781
2189,520.236084,63.03955841,0.99575305,517.6522827,131.1677094,0.99999702,513.2363281,110.3889313,0.999998689,507.5039673,84.65596008,0.999998927,498.9364929,71.60346985,0.999999642,521.0336304,90.14784241,0.999997973,497.6152344,98.20139313,0.999997735
2190,519.9536743,65.59640503,0.972913504,515.3768921,137.1949921,0.99999845,513.2363281,116.9832153,0.999999404,508.5206604,90.05210114,0.999999285,498.9364929,77.76642609,0.999999642,521.0336304,96.17477417,0.999996424,498.1474609,104.6922302,0.999994516
2191,519.9536743,65.59640503,0.972913384,515.3768921,137.1949921,0.99999845,513.2363281,116.9832153,0.999999404,508.5206604,90.05210114,0.999999285,498.9364929,77.76642609,0.999999642,521.0336304,96.17477417,0.999996424,498.3028564,104.6922302,0.999994516
2192,517.5042114,65.9214859,0.985865235,514.5142822,140.5364532,0.999998212,513.2363281,119.1958618,0.999996901,509.3743591,92.64160156,0.999998569,500.9477539,79.07416534,0.999999762,522.1848145,100.4339294,0.99999845,498.9601746,105.6170654,0.999996543
2193,517.5042114,69.38126373,0.926332712,514.3326416,145.1334686,0.999993682,513.5840454,124.5193939,0.999998093,510.3887024,96.2088623,0.99998951,505.471344,80.11701965,0.999998689,522.2607422,104.0211258,0.999991179,499.5315247,109.1581039,0.999996424
2194,478.7892151,77.86937714,0.998596847,514.1389771,159.8065643,0.999991417,513.5840454,138.313736,0.999997854,512.482605,107.9834137,0.999998808,508.0469055,90.68069458,0.999999881,524.1850586,115.6438065,0.999998927,499.9432068,120.4201431,0.999994874
2195,476.9372864,81.89087677,0.999909163,513.772522,164.9156036,0.999992251,513.5840454,144.7382355,0.999999523,512.482605,113.829834,0.999997854,508.2305603,96.98847961,0.999999881,524.1850586,122.2264633,0.999998689,500.1186218,126.5845261,0.99999094
2196,475.2636414,98.63012695,0.999941349,513.772522,168.5861969,0.999996901,513.1546631,150.3773956,0.999998808,512.578064,120.129776,0.999996543,508.7315674,104.0698547,0.999999762,524.5146484,128.6399689,0.999996305,500.1186218,129.2808228,0.999943972
2197,475.2636414,98.63012695,0.999895334,514.3326416,172.5090485,0.999997616,513.1546631,155.692276,0.999999285,512.578064,124.8688507,0.999995589,509.5022888,108.7473068,0.999999762,524.8641968,132.7601166,0.99998343,500.1186218,134.7312622,0.999734223
2198,476.9372864,98.63012695,0.999964237,515.2669678,175.8121643,0.999996066,513.1546631,158.7754364,0.999999046,512.578064,127.7299194,0.999998212,512.4415894,111.763237,0.999999881,524.8641968,138.1238403,0.999998093,500.4316406,137.627533,0.999955654
2199,482.5835571,95.47285461,0.999964356,515.43927,180.4736328,0.999994993,514.8519897,159.4039764,0.999998689,514.7437744,130.6992188,0.999999285,512.4415894,116.3596878,1,526.2800293,142.4673157,0.999998689,501.4288635,140.5615234,0.999996901
2200,482.5835571,95.47285461,0.999932766,515.9728394,181.593811,0.999995828,516.3081055,160.8758545,0.999999404,514.7437744,133.0580902,0.999998927,512.4415894,118.4899063,0.999999881,526.2800293,143.4137115,0.99999845,501.4288635,142.3085327,0.99999249
2201,482.5835571,95.47285461,0.999880195,517.7888184,182.2381897,0.999995828,516.3081055,162.128067,0.999999404,514.7437744,135.0198212,0.999999166,512.0858154,120.4394608,0.999999404,526.2800293,143.5895233,0.999998569,501.4288635,145.1902466,0.999996543
2202,479.270874,114.9525909,0.999964118,518.6990967,182.948349,0.999995589,516.4229126,163.0394287,0.999999762,512.4241333,136.7434082,0.999999166,509.34729,122.5410156,0.999999642,524.2817993,144.0420532,0.999999285,500.0238342,147.4924011,0.999998808
2203,479.270874,123.0695114,0.999956727,520.0609131,185.6918335,0.999998212,516.6790161,166.6138458,0.999999285,512.4241333,138.3843689,0.999999642,509.34729,123.3535767,0.999999762,524.2817993,144.6102295,0.999998927,500.0238342,148.2661896,0.99999845
2204,479.270874,130.7481537,0.999964952,520.1724854,191.7114868,0.999995947,517.9211426,170.6603851,0.999998927,512.4241333,142.3962555,0.999999166,509.34729,126.3684158,0.999999881,524.2817993,148.900177,0.999999404,500.0238342,152.3716431,0.999988437
2205,480.5393066,135.280899,0.9997527,520.5041504,199.9547424,0.999993563,518.5757446,177.5766449,0.999999166,515.1478271,147.6949463,0.999999762,510.9159546,130.888092,0.999999762,526.9121704,154.7757874,0.999999046,503.4255981,157.5516968,0.999977231
2206,484.4266052,135.280899,0.999429643,523.1983643,215.3330383,0.999995828,524.3121948,194.7072449,0.999997854,521.2714844,163.447403,0.999993205,516.8210449,145.8356628,0.999998808,532.9544067,167.798584,0.999965787,509.7496643,173.7056732,0.999821246
2207,488.7932434,136.1782227,0.999805272,523.1983643,222.275589,0.999984264,524.3121948,200.490387,0.999992013,521.8830566,168.8718567,0.999984264,517.8400269,152.2934723,0.999999404,533.8387451,177.122467,0.999816358,509.7496643,178.1004333,0.99974376
2208,493.8323975,137.2154083,0.999859452,525.1220703,230.7232208,0.999996781,524.3121948,209.2082825,0.999994636,522.7077026,177.3607941,0.99998045,519.5025635,158.8860016,0.999999404,533.8387451,183.4536743,0.99977535,509.7496643,186.9732971,0.999507427
2209,535.2057495,171.9655457,0.999497652,525.1220703,246.0074921,0.999996901,523.2234497,225.0707855,0.999996066,522.7085571,194.4877625,0.999990821,519.7017822,176.0899353,0.999999285,532.9544067,201.7035217,0.999996901,509.5302429,204.2328186,0.999991059
2210,542.1315918,181.8037415,0.99846065,525.2383423,253.5916443,0.999979854,523.2234497,233.9277496,0.999997377,522.7085571,201.4078064,0.999995112,520.2192383,183.4328003,0.999999404,532.9544067,209.5297394,0.999981403,509.5302429,210.8850861,0.999963641
2211,542.1428223,181.8122711,0.998462081,525.2383423,253.5918121,0.999979854,523.2231445,233.9284821,0.999997377,522.7085571,201.4105835,0.999995112,520.2220459,183.433197,0.999999404,534.0549316,209.5310211,0.999981523,509.5302429,210.8868561,0.99996376
2212,549.1364746,265.8496399,0.9998191,525.2383423,260.3842468,0.999997497,523.2231445,240.0661774,0.999995708,522.7085571,208.3567657,0.999965549,520.2220459,190.5172272,0.999999523,533.5981445,217.2135925,0.999563038,508.5649414,217.6612396,0.999557912
2213,549.1364746,265.8496399,0.999949813,522.546814,274.6552124,0.999997497,523.0710449,255.0991669,0.999995589,522.7085571,224.7547913,0.999966979,520.2192383,204.0458374,0.999999404,533.5981445,231.3785706,0.999981165,508.5636597,233.9528351,0.99995327
2214,549.1364746,265.8496399,0.999910831,520.5935669,277.8337097,0.999927521,521.6348877,261.8088379,0.999995828,521.6503906,230.8920135,0.999977589,520.0292358,211.1605988,0.999999881,533.5981445,237.9695892,0.999998212,508.3074341,240.8065338,0.999955535
2215,537.9356689,231.339386,0.998971462,517.9181519,283.769104,0.99999702,519.1542969,267.1044312,0.999998927,521.4851074,235.5155945,0.999997139,520.0292358,216.3045197,0.999999523,531.8889771,242.3450317,0.999993443,506.687561,245.6624451,0.99998796
2216,537.9356689,231.339386,0.999877691,517.0679932,288.4544678,0.999987602,518.4880371,271.4518433,0.999998927,521.036377,239.5236359,0.999994397,520.0292358,221.254776,0.999999285,531.8889771,249.1577301,0.999997258,506.687561,250.5643616,0.999990106
2217,537.9356689,231.339386,0.999196827,516.6326294,301.1111145,0.999994874,517.6766968,284.7528687,0.999999404,520.5039673,253.0487213,0.999990702,521.9379272,234.6342316,0.999996781,531.2214355,263.0620117,0.999996185,506.1014404,260.2783508,0.99998796
2218,537.9356689,241.1321564,0.997994661,516.0396118,306.8327332,0.999989033,516.4638062,289.6865845,0.999999404,520.5039673,259.1704712,0.999981046,521.9379272,239.3492432,0.999999046,530.5159302,268.5382385,0.999999523,505.9618835,264.8294983,0.999988675
2219,537.9356689,245.7878876,0.998549044,514.1036987,314.2509155,0.999981999,515.6906738,298.1804504,0.999999046,520.5039673,264.17453,0.999995112,521.9379272,244.0607452,0.999998927,530.5159302,273.1682129,0.999988794,505.9618835,271.5498657,0.999983072
2220,532.3463135,245.7878876,0.999341071,510.007843,325.0310669,0.999988198,511.4283142,310.2348938,0.99999249,517.9880981,277.0756836,0.999994755,517.9448853,257.4975586,0.999999523,527.7686157,286.6003723,0.999997616,504.0383606,285.368988,0.999983072
2221,532.3463135,246.9430542,0.999341071,510.007843,325.0310669,0.999988198,511.2410889,310.2348938,0.99999249,517.9880981,277.0756836,0.999994755,517.9448853,257.4975891,0.999999523,527.7685547,286.6003723,0.999997616,504.0383606,285.368988,0.999983072
2222,495.2937927,255.7869568,0.993096769,509.7848816,330.157196,0.999982595,511.2410889,315.0639038,0.999997377,515.3856812,283.9321289,0.999998569,516.293457,263.3247375,0.999997973,526.0098267,292.5943298,0.99999845,501.3804626,292.1637878,0.999992728
2223,489.5435791,255.7869568,0.999299049,509.6602173,336.8099365,0.999992847,511.2410889,322.4471741,0.999998569,514.9916992,288.503479,0.999997497,516.293457,268.1744995,0.999999642,525.437439,299.4172363,0.999999285,501.3804626,297.2422791,0.999985218
2224,481.8940125,275.974823,0.99216038,508.1111755,346.5014648,0.99996233,510.3725281,332.5859985,0.999996305,514.4528198,301.844696,0.999999285,515.8259888,281.308136,0.999999881,525.437439,310.4191895,0.999988437,501.1591797,308.213562,0.999978065
2225,478.3658142,288.3457336,0.799757779,505.8685913,355.3061218,0.999996305,509.4868774,342.3349609,0.999996305,514.3694458,311.1974792,0.999998212,515.8259888,291.9142456,1,525.0780029,320.817749,0.999998093,500.7809753,316.8183594,0.999984145
2226,474.5362244,292.8407898,0.811767399,505.4224854,357.6432495,0.999991536,509.3664551,344.6097717,0.99999547,514.3694458,313.14505,0.999998569,515.8259888,293.1773071,0.999999881,525.0780029,322.4368286,0.999997497,500.7809753,319.6287231,0.999980569
2227,475.4937744,297.0816956,0.965619624,505.4224854,360.083374,0.999988556,509.3664551,347.6773376,0.999997377,513.0884399,316.5488586,0.99999702,515.5307007,296.3262329,0.999999523,523.7229614,325.3494263,0.99999845,499.6025085,324.1408081,0.999969244
2228,476.7076416,298.2571411,0.994060695,505.4224854,367.2022705,0.999961615,509.3664551,354.17276,0.99999845,513.0884399,321.431488,0.999997258,515.5307007,302.0319824,0.999999881,523.7229614,331.5525208,0.999998808,499.6025085,329.9956665,0.999953747
2229,476.7075806,298.2571411,0.999824464,507.6183167,378.0861816,0.999980927,510.8253479,364.5304565,0.999995947,513.0884399,333.1005859,0.999997973,515.5307007,313.7434387,0.999999762,523.7229614,343.0713196,0.999997139,499.6025085,339.6138916,0.99997735
2230,476.7075806,305.7983704,0.999893308,507.6184082,382.4625854,0.999979615,510.8253479,370.1650391,0.999997497,514.8896484,338.338562,0.999999285,517.9040527,320.3611145,0.999997735,525.3797607,349.4468994,0.999998808,500.4795532,343.0269775,0.999969125
2231,476.7076416,305.7984314,0.999893308,507.6184082,382.462616,0.999979615,510.8253479,370.1650391,0.999997497,514.8896484,338.3385925,0.999999285,517.9040527,320.361145,0.999997735,525.3797607,349.4469299,0.999998808,500.4795532,343.0269775,0.999969125
2232,478.0080566,312.7742615,0.999708951,507.6183167,387.639679,0.999996543,510.3415833,375.0206909,0.999998212,514.8896484,343.6764221,0.999997854,517.9040527,326.1713867,0.999998927,525.3797607,355.0671692,0.999995708,500.4795532,349.221344,0.999977946
2233,478.2745972,313.0372314,0.999419212,506.7027283,396.8296509,0.999994874,510.1445007,384.5063782,0.999994993,513.2521973,350.9212341,0.999997854,515.2355957,330.9098511,0.999999166,524.0910034,360.4599609,0.999996901,499.3488159,361.8917847,0.99995625
2234,485.3700256,313.1686401,0.99940908,506.0438843,401.9251099,0.999997258,508.1058044,388.9402466,0.999998927,513.0338135,354.6899719,0.99999845,514.8337402,335.6098633,0.999999762,522.3632813,366.0699768,0.999999523,499.0781555,362.4658508,0.999971747
2235,494.2953186,313.1686401,0.998830497,506.0438843,406.5226746,0.99999547,507.8231506,392.3042297,0.999997854,511.6314697,360.6644897,0.999995351,513.6967773,340.6433105,0.999999762,521.5220337,370.0964966,0.999999166,498.4085083,366.9467773,0.999983072
2236,525.0958252,341.7162476,0.999813974,506.0438843,414.1634216,0.99999547,506.97229,396.8769531,0.999998093,508.2567749,368.1430969,0.999994278,508.8229675,349.8347473,0.999998212,520.1530762,376.330719,0.999998212,494.3475647,375.1903687,0.999996185
2237,527.1671753,344.1663818,0.999560535,507.1265869,414.1634216,0.999997973,506.97229,396.8769531,0.999999046,508.2567749,368.1430969,0.999992371,508.8229675,349.8347473,0.999999046,520.1530762,376.330719,0.999998331,494.3475647,375.1903687,0.999994993
2238,527.1671753,434.0608215,0.999925733,507.1265869,414.1634216,0.999998808,506.97229,396.8769531,0.999999285,508.2567749,368.1430969,0.999992251,508.8229675,349.8347473,0.999998093,520.1530762,376.330719,0.999993801,494.3475647,375.1903687,0.999995351
2239,527.1671753,434.0608215,0.999928713,507.1265869,413.4815674,0.999998927,506.97229,396.3440552,0.999999166,508.7207031,367.6118469,0.999992132,509.5111084,349.2145691,0.999997973,520.2525635,376.0366516,0.999991536,494.8005981,374.7133789,0.999996305
2240,526.8562012,434.0608215,0.999367297,506.7468872,412.6194153,0.999998331,506.97229,395.8753357,0.999999166,509.1934509,366.8267212,0.999992251,510.2271118,348.6407776,0.999997854,520.5158081,375.7973633,0.999993801,494.8103943,372.9570923,0.999997377
2241,520.8234253,348.0967712,0.975540698,502.872345,411.953949,0.999998212,505.3106384,393.7911682,0.99999845,509.1934509,366.8267212,0.999986529,510.2271118,348.6407776,0.999996901,520.5158081,375.7973633,0.999996424,494.8103943,372.3035278,0.999998212
2242,495.7585754,312.9350586,0.977393329,499.6144104,411.953949,0.999998331,504.3813171,393.6008606,0.999997973,509.1934509,366.8267212,0.999991775,510.2271118,348.6407776,0.999999166,520.5158081,375.7973633,0.999997258,494.8005981,372.3035278,0.999998331
2243,495.0601807,312.9350586,0.984591246,496.2899475,411.953949,0.999998808,500.2659912,393.6008606,0.999999285,508.6218872,366.8778076,0.999996066,509.93396,348.6736145,0.999999285,520.2943726,376.7716064,0.999997497,494.0395203,372.3035278,0.999998927
2244,493.4421082,312.9350586,0.998342872,494.8217163,412.1444397,0.999996305,499.8236084,393.6008606,0.999999404,508.3033142,368.0002136,0.999997497,509.6152954,350.2124329,0.99999845,519.1156006,377.4024048,0.999998808,493.7210693,372.7666321,0.999999166
2245,493.1958923,313.1520996,0.992531717,493.7624512,413.3197021,0.999996781,499.0494385,394.3566589,0.999999285,507.7387085,368.5297241,0.999997497,508.616272,350.8319092,0.999998569,518.4733276,377.9834595,0.999999166,493.2150879,373.2118835,0.999999046
2246,492.5510559,320.4681702,0.998554051,493.5858154,414.0632935,0.999996185,498.5317688,394.8977966,0.999999285,507.1793823,369.1556396,0.999997973,508.616272,351.6757813,0.999998689,518.098877,378.7831421,0.999999285,492.7889099,374.001709,0.999999046
2247,486.6291504,325.0532227,0.998483241,493.4977722,415.7223206,0.999997258,497.9226074,395.8930054,0.999999285,506.8901978,369.7260437,0.999997973,508.616272,352.381073,0.999999046,517.8935547,380.1092529,0.999999166,492.7879028,374.8010559,0.999998569
2248,486.6284485,330.7972412,0.999904871,493.4039612,416.6098022,0.999998689,497.5736084,396.9561462,0.999999046,506.8901978,370.9816895,0.999998689,510.6155396,353.738678,0.999999762,517.6495972,382.1837769,0.999998808,492.4963074,376.1653442,0.999996066
2249,486.628418,330.7989197,0.999385595,493.4039612,417.5391235,0.999999166,497.3858337,398.094635,0.999998331,506.8901978,372.7321777,0.999998331,510.8424072,356.7592163,0.999999642,517.5158081,383.8758545,0.999997497,492.1315613,377.167511,0.999985933
2250,486.628418,330.7989197,0.999906182,493.4039612,417.5391235,0.999999166,497.3858337,398.2123108,0.999998331,507.083313,373.3493347,0.999998689,511.1366577,357.2728271,0.999999762,516.8063965,383.8758545,0.999998689,492.1315613,377.1675415,0.999997497
2251,486.628418,330.7989197,0.999906182,493.4039612,417.5391235,0.999999166,497.4679871,398.2123108,0.999998331,507.0833435,373.3493347,0.999998689,511.2920532,357.2735901,0.999999762,516.8063965,383.9102173,0.999998689,492.1315613,377.2621155,0.999997497
2252,486.628418,330.7989197,0.999829531,493.6842346,417.2507019,0.999998808,497.4679871,398.6818542,0.999998808,507.0833435,373.3493347,0.999998689,511.2920532,357.5279236,0.999999642,516.8063965,383.9102173,0.999998569,492.1315613,377.2621155,0.999997258
2253,485.7264404,331.1253967,0.999940634,494.207489,417.1608582,0.999998569,497.4679871,398.5538025,0.999999046,507.0833435,373.3493347,0.999998808,511.1366577,357.5279236,0.999999762,516.6723022,384.7238159,0.999998569,492.1315613,377.5957031,0.999996901
2254,484.7567749,331.1253967,0.998967767,494.207489,417.009491,0.999998808,497.4679871,398.2123108,0.999999166,506.6409302,373.297699,0.999997735,511.0540771,357.5279236,0.999999523,516.5297241,384.7238159,0.999997854,491.1647644,377.5957031,0.999993443
2255,484.7567749,331.1253967,0.999791801,494.207489,416.9808655,0.999998927,497.4562988,398.1124573,0.999998927,506.6409302,373.2290039,0.999998093,510.6803894,357.4864197,0.999999642,516.2445068,384.7238159,0.999997854,491.1647644,377.5957031,0.999991298
2256,484.7567749,330.3120728,0.999951124,493.733429,416.9014282,0.999998689,497.0222168,397.9870605,0.999998689,506.6409302,373.1781616,0.99999845,510.6803894,357.4523926,0.999999762,516.1847534,384.7238159,0.999998927,491.1647644,377.3461914,0.999997139
2257,486.0130005,328.8181152,0.999764264,493.1708069,416.7380371,0.999998093,496.8461609,397.6264343,0.999998093,506.8248596,373.1781616,0.99999845,511.0540771,357.3732605,0.999999404,516.1378174,384.223053,0.999998808,491.1647644,376.9010315,0.999997616
2258,486.0130005,328.8181152,0.999782741,488.2850342,413.9810486,0.999993205,496.6504822,397.2262268,0.999997377,506.8248596,373.1781616,0.999998927,511.3727722,357.4523926,0.999999762,515.8740845,384.223053,0.999999166,491.1647644,376.0952759,0.999995112
2259,486.0130005,328.8181152,0.999793828,482.1013489,408.8838196,0.999997735,494.9711304,396.2098083,0.999995947,506.8248596,373.1781616,0.999999046,511.7093811,357.4523926,0.999999762,515.4071655,385.4320679,0.999999285,491.0975037,376.0774231,0.999991536
2260,482.3611755,330.3789368,0.999754727,477.9890137,405.6852417,0.999997377,492.7927856,394.1743469,0.999988794,506.2713318,373.1781616,0.999999285,512.295105,357.539978,0.999999881,514.3341064,385.4320679,0.999998212,490.4962463,375.9544373,0.999994755
2261,480.1974487,331.2868652,0.996393025,471.7922974,400.4821777,0.999997973,488.344574,392.6320801,0.999986768,506.2556763,374.4300537,0.999998927,513.692688,359.0332031,0.999999762,513.3087769,385.6079407,0.99999702,488.555481,374.9029846,0.999949455
2262,468.8236084,332.4424438,0.998669982,469.8987122,400.4821777,0.999997139,485.2284851,392.3704529,0.999991536,504.8159485,376.6957092,0.99999547,513.692688,361.1176453,0.999999404,510.6491394,391.252594,0.999982595,488.5250854,374.6815186,0.999947786
2263,466.9263,332.6397705,0.997395158,468.6790161,400.4821777,0.999997139,481.7431335,392.3704529,0.999979973,502.4747925,377.069458,0.999994993,513.692688,363.9289551,0.999999762,506.9169312,393.6318054,0.999975801,487.4848328,374.9029846,0.999977827
2264,466.9122925,333.9376221,0.999770939,465.1809387,402.4263306,0.999996662,479.8554077,392.3704529,0.999980688,499.9862671,378.3891296,0.999997258,512.862854,366.2962036,0.999999762,502.8760071,393.7692261,0.999990702,486.1624756,374.9029846,0.999978185
2265,466.9122925,333.9376221,0.999593318,462.6681213,402.505249,0.999999285,477.03479,393.1356201,0.999984145,498.3421021,379.600708,0.999996543,511.958313,368.3963623,0.999999285,500.1824951,394.7742615,0.999995708,484.7249146,374.9849548,0.999978065
2266,464.030426,340.6265564,0.997113585,460.3883667,402.505249,0.999999642,474.1122131,393.4957886,0.999977827,496.8220825,381.8121948,0.999993801,511.1576233,370.9696045,0.999999642,496.2771606,396.51474,0.999995232,484.3281555,375.3761597,0.999978542
2267,459.3139954,341.3305969,0.999377549,457.2232361,402.4263306,0.999999404,472.0205078,394.8331604,0.999986529,495.2916565,382.5637207,0.999991536,510.2814941,373.7867126,0.999999166,494.8325195,398.5591125,0.999989748,483.9038391,375.4879456,0.999968767
2268,452.3571777,348.605835,0.999286592,456.501709,402.505249,0.999997854,469.4716492,395.6726685,0.999994397,493.9560852,386.1342468,0.999998927,509.4541016,377.4743042,0.999997377,493.509613,401.0132751,0.999991298,482.8033447,376.7165833,0.999983788
2269,432.8742981,408.4944763,0.998631537,453.617981,402.505249,0.999999046,465.8485718,396.8200684,0.999989629,490.5559387,390.0778809,0.999999762,505.7734985,383.1009521,0.999997735,488.9039612,404.6042175,0.999992728,480.967041,380.3163757,0.999992609
2270,432.239563,408.7254639,0.997549832,453.3229065,405.008606,0.999998927,465.8485718,398.2857361,0.99998486,489.3429565,390.0778809,0.99999845,504.3624573,383.1009521,0.999998212,488.9039612,404.6042175,0.999983311,475.7562866,382.2879333,0.999991417
2271,432.239563,408.7256165,0.997548759,453.322876,405.008606,0.999998927,465.8484802,398.2857361,0.99998486,489.342926,390.0778809,0.99999845,504.3623657,383.1009521,0.999998212,488.9039612,404.6042175,0.999983311,475.756134,382.2879333,0.999991417
2272,431.3556213,411.2334595,0.998241186,453.1355591,405.008606,0.99999845,465.8484802,398.2857361,0.999982595,488.5205078,389.5223999,0.999997497,502.4801636,379.9878235,0.999997973,490.5545044,404.2161255,0.999991298,474.1124268,382.2879333,0.999980688
2273,431.3556213,411.480011,0.985538363,452.6572571,404.4906921,0.999998927,465.8404541,397.184082,0.999972939,488.5205078,385.6359558,0.999996305,502.2228394,374.8783875,0.999999762,491.0401001,400.2983093,0.99999392,473.6140747,381.0751038,0.999982595
2274,430.9954529,411.480011,0.986674964,452.5563965,403.543457,0.99999845,465.3773499,396.7161865,0.999961138,488.4388428,385.5889587,0.999989748,502.2228394,374.8783875,0.999999762,491.0401001,400.0982666,0.999985933,473.6140747,380.5515442,0.999982357
2275,430.9954529,411.480011,0.992485344,450.8188171,402.318634,0.999998093,464.9804382,395.6319885,0.999966264,488.2125549,385.5889587,0.99999249,501.3716736,374.8783875,0.999999642,491.0401001,399.5051575,0.999986529,473.6140747,379.8264771,0.999985695
2276,430.9954529,407.5218811,0.999846697,446.7858887,397.921875,0.999980688,461.2279358,393.6315002,0.99997592,485.9476929,385.5889587,0.999999046,501.3716736,376.5791626,0.999997497,485.9615479,399.5051575,0.999985099,473.6140747,379.8264771,0.999992132
2277,441.117981,365.7623596,0.999479115,442.8539429,396.9203796,0.999969721,458.6310425,392.8598328,0.999961019,484.2801819,386.3907776,0.999999523,500.2865295,379.2061462,0.999999762,483.2068481,399.5051575,0.999988914,473.6140747,379.8264771,0.999975443
2278,441.117981,347.9579468,0.999306798,439.033905,396.9203796,0.999997973,454.7877502,392.8598328,0.999994874,481.5337524,387.9402466,0.999999285,498.7427063,382.0485229,0.999999881,479.451416,400.1359863,0.99992609,470.3023071,380.2635803,0.999952674
2279,441.117981,342.4487305,0.999311328,434.0505676,396.9203796,0.99999845,450.5803833,392.8598328,0.999992847,478.5741272,389.9820862,0.999996424,495.6943359,384.2853088,0.999999404,475.3151855,401.4149475,0.999969006,467.0857544,381.2362366,0.99998033
2280,438.1089478,329.8986816,0.9977355,425.4432068,397.3785706,0.999995828,441.9160156,394.9989319,0.999996543,470.1990051,394.9507141,0.999996066,489.2829285,393.3022461,0.999998569,462.5559082,407.4429932,0.99998796,462.8785095,382.6765442,0.999993563
2281,437.6387634,329.8986816,0.9977355,425.4431458,397.3786011,0.999995828,441.9158936,394.9989319,0.999996543,470.1987915,394.952179,0.999996066,489.2822571,393.3023376,0.999998569,462.5553284,407.4429932,0.99998796,462.8777466,382.6766052,0.999993563
